27,Never Be The Same,Camila Cabello,6VpQdig9pdpTSIFItgkJV5,4nDoRrQiYLoBzwC5BhVJzF,90,0.643,0.709,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961
28,Too Good At Goodbyes,Sam Smith,3VlbOrM6nYPprVvzBZllE5,2wY79sveU1sp5g7SokKOiI,85,0.661,0.373,5,-8.249,1,0.0505,0.615,0,0.177,0.523,91.5
29,Mine,Bazzi,6tHWl8ows5JOZq9Yfaqn3M,4GvEc3ANtPPjt1ZJllr5Zl,98,0.716,0.805,4,-3.839,1,0.0856,0.014,3.1e-06,0.291,0.719,142.886
30,Lights Down Low,MAX Featuring gnash,5A6BJLZArq1MPjsnmcuk5f,1bqxdqvUtPWZri43cKHac8,75,0.623,0.493,5,-7.727,0,0.0338,0.0632,0,0.104,0.594,81.019
31,All The Stars,Kendrick Lamar & SZA,3GCdLUSnKSMJhs4Tj6CV3s,2YZyLoL8N0Wb9xBt1NhZWg,93,0.709,0.635,5,-4.865,0,0.0461,0.0538,0.000139,0.098,0.536,96.825
32,Sky Walker,Miguel Featuring Travis Scott,5WoaF1B5XIEnWfmb5NZikf,360IAlyVv4PCEVjgyMZrxK,88,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965
33,Plain Jane,A$AP Ferg Featuring Nicki Minaj,4dVpf9jZjcORqGTLUaeYj9,5dHt1vcEm9qb8fCyLcB3HL,88,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142
34,Filthy,Justin Timberlake,1L3NV7VrCiuE8C5QlhdeQL,31TPClRtHm23RisEBtV3X7,78,0.745,0.579,1,-5.771,1,0.138,0.0354,0.0118,0.246,0.645,97.002
35,Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,6LuN9FCkKOj5PcnpouEgny,91,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949
36,Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,3wyVrVrFCkukjdVIdirGVY,88,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889
37,Marry Me,Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,6x2LnllRG5uGarZMsD4iO8,84,0.588,0.408,3,-8.662,1,0.0237,0.113,0,0.13,0.484,85.008
38,Sorry Not Sorry,Demi Lovato,3Du2K5dLzmduCNp6uwuaL0,6S2OmqARrzebs0tKUEyXyp,83,0.702,0.635,11,-6.917,0,0.265,0.0223,0,0.283,0.873,144.004
39,Outside Today,YoungBoy Never Broke Again,5Qx9hngUBr30JFrNua7yp4,7wlFDEWiM5OoIAt8RSli8b,83,0.838,0.676,11,-5.521,0,0.0682,0.26,0,0.105,0.146,134.054
40,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,5tz69p7tJuGPeMGwNTxYuV,4xRYI6VqpkE3UwrDrAZL8L,85,0.629,0.572,5,-7.733,0,0.0387,0.57,0,0.192,0.386,100.015
41,I Get The Bag,Gucci Mane Featuring Migos,1XRgIKC5TPwo7nWGyKqgG0,13y7CgLHjMVRMDqxdx0Xdo,87,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948
42,River,Eminem Featuring Ed Sheeran,1cS0TgbR263ey9jn0MwD2s,7dGJo4pcD2V6oG8kP0tJRR,85,0.754,0.743,8,-5.794,0,0.495,0.165,0,0.0746,0.661,90.053
43,Ric Flair Drip,Offset & Metro Boomin,7sO5G9EABYOXQKNPNiE9NR,4DdkRBBYG6Yk9Ka8tdJ9BW,94,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007
44,Lemon,N*E*R*D & Rihanna
45,End Game,Taylor Swift Featuring Ed Sheeran & Future,2x0WlnmfG39ZuDmstl9xfX,06HL4z0CvFAxyc27GXpf02,81,0.453,0.6,2,-6.217,1,0.15,0.00806,0,0.111,0.154,159.088
46,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,5Gu0PDLN4YJeW75PpBSg9p,5p7f24Rk5HkUZsaS3BLG5F,86,0.667,0.726,8,-4.172,1,0.054,0.032,0,0.0745,0.77,103.001
47,Roll In Peace,Kodak Black Featuring XXXTENTACION,40oKW22ZNNkEdZLJTScaQI,46SHBwWsqBkxI7EeeBEQG7,87,0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053
48,Walk It Talk It,Migos Featuring Drake,6n4U3TlzUGhdSFbUUhTvLP,6oMuImdp5ZcFhWP0ESe6mG,88,0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905
49,El Farsante,Ozuna & Romeo Santos,7uYgVgRSgqluZclLS7wpp4,1i8SpTcr7yvPOmcqrbnVXY,88,0.737,0.742,6,-2.875,1,0.0441,0.218,0,0.316,0.386,119.966
50,Narcos,Migos,0wbnC9AUenxp613TYaJsGK,6oMuImdp5ZcFhWP0ESe6mG,88,0.936,0.588,7,-6.948,0,0.136,0.0146,0,0.139,0.238,124.987
51,Written In The Sand,Old Dominion,2A69wys3S9uiPSmn6UZWJn,6y8XlgIV8BLlIg1tT1R10i,81,0.725,0.437,6,-9.602,1,0.0575,0.593,0,0.0842,0.759,83.985
52,You Make It Easy,Jason Aldean,2ZxTjs4EdJl4Y9YByIiNoo,3FfvYsEGaIb52QPXhg4DcH,82,0.375,0.574,7,-5.305,1,0.0315,0.143,0,0.11,0.406,132.025
53,Good Old Days,Macklemore Featuring Kesha,2Za1AlJNvksouPPWbXpR2X,3JhNCzhSMTxs9WLGJJxWOY,84,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964
54,Five More Minutes,Scotty McCreery,66IULVOTImQG2u0cJ3Ls04,6ZV6lGY0prbqpTD0Md8i29,76,0.517,0.652,7,-6.153,1,0.0323,0.325,0,0.109,0.333,156.07
55,Wait,Maroon 5,4lUnFLtn8w3W76FiYDRzmO,04gDigrS5kc9YWfZHwBETP,84,0.648,0.603,8,-5.098,1,0.0507,0.0803,0,0.112,0.488,126.116
56,The Champion,Carrie Underwood Featuring Ludacris,0stPNUkU1LZnvxIcfrKnEZ,4xFUf1FHVy696Q1JQZMTRj,75,0.666,0.877,6,-3.275,1,0.194,0.0822,0,0.128,0.524,91.054
57,Pick It Up,Famous Dex Featuring A$AP Rocky,3ncgNpxLoBQ65ABk4djDyd,0WOxhx4hikIsyF3CRPLC8W,90,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995
58,Yours,Russell Dickerson,6RSNKGdv3nDTHqgw4bdzyF,1E2AEtxaFaJtH0lO7kgNKw,81,0.555,0.722,11,-6.005,1,0.034,0.119,0,0.0861,0.559,134.058
59,Broken Halos,Chris Stapleton,06gD2ZtK3Dzc1BYqWExQJJ,4YLtscXsxbVgi031ovDDdh,78,0.607,0.575,8,-7.066,1,0.0252,0.133,2.52e-06,0.0566,0.504,78.341
60,New Freezer,Rich The Kid Featuring Kendrick Lamar,4pYZLpX23Vx8rwDpJCpPTA,1pPmIToKXyGdsCF6LmqLmI,86,0.888,0.664,0,-10.13,1,0.341,0.0424,0,0.0734,0.53,140.012
61,Heaven,Kane Brown,1HXy5I3HTWq8OvxCn0z7G7,3oSJ7TBVCWMDMiYjXNiCKE,83,0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.009
62,You Broke Up With Me,Walker Hayes,6UsoV6X96Rox9mfxoz7SFy,7sKxqpSqbIzphAKAhrqvlf,79,0.846,0.711,0,-7.939,1,0.061,0.496,0,0.247,0.883,120.013
63,This Is Me,Keala Settle & The Greatest Showman Ensemble,45aBsnKRWUzhwbcqOJLwfe,7HV2RI2qNug4EcQqLbCAKS,89,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702
64,Betrayed,Lil Xan,6NWl2m8asvH83xjuXVNsuG,3EXdLajEO02ziZ90P90bSW,90,0.823,0.419,10,-10.358,0,0.165,0.416,0,0.105,0.277,119.958
65,One Foot,WALK THE MOON,3yWsWi2PAo9s6elIhnywIS,6DIS6PRrLS3wbnZsf7vYic,76,0.581,0.826,0,-4.87,1,0.0357,0.00773,1.56e-06,0.792,0.492,100.018
66,Like I Loved You,Brett Young,3T6MAweakkNrMYs8jZIWtg,0fiWOxhsBsQQvFDtxUQWo0,78,0.579,0.573,1,-5.991,1,0.0292,0.179,0,0.083,0.637,76.02
67,Keke,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",0zl3PdjIl320fK0pxBGWNR,7gZfnEnfiaHzxARJ2LeXrf,80,0.597,0.857,2,-5.759,1,0.28,0.0363,0,0.407,0.493,187.964
68,Echame La Culpa,Luis Fonsi & Demi Lovato
69,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",51rXHuKN8Loc4sUlKPODgH,28ExwzUQsvgJooOI0X1mr3,88,0.563,0.717,1,-5.186,1,0.337,0.000874,0,0.183,0.427,82.064
70,Nowadays,Lil Skies Featuring Landon Cube,689uBlyIufk2LUhAwjny4w,7d3WFRME3vBY2cgoP38RDo,86,0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993
71,Losing Sleep,Chris Young,6waqLPcT6ruMhmd36OhmFO,4BYxqVkZyFjtik7crYLg5Q,80,0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68e-06,0.389,0.634,92.003
72,Notice Me,Migos Featuring Post Malone,3OnOomd79OjqSYHchCQ6ht,6oMuImdp5ZcFhWP0ESe6mG,82,0.796,0.338,5,-9.754,0,0.315,0.104,1.12e-06,0.165,0.474,166.0
73,Man Of The Woods,Justin Timberlake,4KTU5aa5s547f1JF5DImhF,31TPClRtHm23RisEBtV3X7,76,0.624,0.452,0,-8.206,1,0.0681,0.315,1.02e-05,0.311,0.724,199.775
74,All On Me,Devin Dawson,2mfahQ0EaaZWq4cFNg6A1o,2ySHS7UojGu20XfUPaBlyu,80,0.634,0.668,5,-5.488,1,0.0291,0.14,0,0.216,0.635,80.989
75,Legends,Kelsea Ballerini,1J0Zt2Sa9J9BRarqXnP5Uz,3RqBeV12Tt7A8xH3zBDDUF,74,0.575,0.728,4,-5.846,1,0.032,0.0558,0,0.0909,0.242,112.029
76,No Smoke,YoungBoy Never Broke Again,57IRaiAB4hBZu3gnNVZC0v,7wlFDEWiM5OoIAt8RSli8b,79,0.658,0.736,9,-6.097,0,0.308,0.113,0,0.0978,0.804,143.966
77,Red Roses,Lil Skies Featuring Landon Cube,5IKOXYnhzrLxqhlI0btiaa,7d3WFRME3vBY2cgoP38RDo,81,0.599,0.818,9,-4.215,0,0.0881,0.717,1.41e-05,0.228,0.475,140.009
78,Beautiful Trauma,P!nk,2DlIwu1iDTILEMXA7MUotn,1KCSPY1glIKqW2TotWuXOR,81,0.412,0.619,7,-6.39,1,0.0725,0.0868,2.55e-06,0.4,0.234,95.977
79,Tell Me You Love Me,Demi Lovato,3hYvGiw2Q8QE2YWdIJLBz0,6S2OmqARrzebs0tKUEyXyp,79,0.536,0.582,3,-5.452,0,0.0433,0.0241,0,0.181,0.253,82.142
80,Candy Paint,Post Malone,42CeaId2XNlxugDvyqHfDf,246dkjvS1zLTtiykXe5h60,86,0.765,0.688,4,-5.566,1,0.0841,0.633,0,0.0734,0.434,90.013
81,Dura,Daddy Yankee,6KuqAtoeVzxAYOaMveLNpH,4VMYDCV2IEDYJArk749S6m,89,0.791,0.848,1,-3.456,1,0.0506,0.183,0,0.409,0.828,95.0
82,La Modelo,Ozuna x Cardi B,2m2ZGfJcs3lHWNPzhWH3XH,1i8SpTcr7yvPOmcqrbnVXY,85,0.822,0.743,1,-2.038,1,0.0451,0.213,0.0103,0.0957,0.78,98.005
83,Diplomatic Immunity,Drake,5goGDc74vVREyN8al8CkPh,3TVXtAsR1Inumwj472S9r4,79,0.664,0.848,9,-5.214,0,0.44,0.00468,0,0.287,0.549,75.22
84,Most People Are Good,Luke Bryan,79LAFAkR1ATb4iIQvZuCL0,0BvkDsjIUla7X0k6CSWh1I,78,0.582,0.728,8,-6.151,1,0.0292,0.174,0,0.139,0.537,150.013
85,Rewrite The Stars,Zac Efron & Zendaya,65fpYBrI8o2cfrwf2US4gq,6U1dBXJhC8gXFjamvFTmHg,89,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046
86,Codeine Dreaming,Kodak Black Featuring Lil Wayne,4DTpngLjoHj5gFxEZFeD3J,46SHBwWsqBkxI7EeeBEQG7,87,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007
87,Whatever It Takes,Imagine Dragons,0yt31hMKZMiyIEfiBiLD2N,53XhwfbYqKCa1cC15pYq2q,79,0.675,0.674,1,-4.984,1,0.0305,0.0409,0,0.128,0.569,134.941
88,IDGAF,Dua Lipa,1ny60YCHhEsxsJXWLhK7b0,6M2wZ9GZgrQXHCFfjv46we,83,0.836,0.552,7,-5.66,1,0.0851,0.0433,0,0.0773,0.525,97.036
89,BBO (Bad Bitches Only),Migos Featuring 21 Savage,4BHzHISX21PYwGXiBEUQ70,6oMuImdp5ZcFhWP0ESe6mG,80,0.804,0.774,4,-5.79,0,0.0638,0.044,1.38e-06,0.217,0.493,161.955
90,Hardaway,Derez De'Shon
91,Mayores,Becky G Featuring Bad Bunny,7JNh1cfm0eXjqFVOzKLyau,4obzFoKoKRHIphyHzJ35G3,89,0.743,0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989
92,At The Club,Jacquees X Dej Loaf,0NqZ65jPelNB13gzsvH2Ma,4tMm1dU6Gn04VAZ9ClHcIZ,74,0.795,0.668,7,-7.288,0,0.093,0.124,0,0.0739,0.372,92.029
93,The Long Way,Brett Eldredge,5vuMtXS5kQ7F0o9V9rG1dG,0qSX3s5pJnAlSsgsCne8Cz,78,0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.865
94,Singles You Up,Jordan Davis,4LiMQ6G9n84rDUBs9wtwz6,77kULmXAQ6vWer7IIHdGzI,58,0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943
95,Criminal,Natti Natasha x Ozuna,6Za3190Sbw39BBC77WSS1C,1GDbiv3spRmZ1XdM1jQbT7,93,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997
96,Corazon,Maluma X Nego do Borel
97,Sick Boy,The Chainsmokers,2JfXj2TERIkHwJpnG9f8uX,69GGBxA162lTqCwzJG5jLp,87,0.548,0.58,11,-7.524,0,0.121,0.104,0,0.127,0.462,180.066
98,A Girl Like You,Easton Corbin,3AsNVBJ7LHsltdu9490ZiS,070kGpqtESdDsLb3gdMIyx,72,0.74,0.777,5,-4.405,1,0.0329,0.0178,1.27e-06,0.0665,0.834,104.989
99,Rock,Plies,4GXM7RnKwrWwDuM8KCb1Gp,3jksrX4oBklxR78ft8gv3j,72,0.953,0.482,4,-11.678,0,0.168,0.0952,0,0.0913,0.758,122.138
100,Supplies,Justin Timberlake,4Z6YruMINNspGet1gQyYlK,31TPClRtHm23RisEBtV3X7,72,0.793,0.554,11,-6.624,0,0.0451,0.00695,0,0.127,0.225,119.993
101,Believer,Imagine Dragons,5VKSZDsidOFHrtlJb33Syo,53XhwfbYqKCa1cC15pYq2q,82,0.784,0.78,10,-4.275,0,0.102,0.0492,0,0.118,0.722,124.953
102,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,2eAZfqOm4EnOF9VvN50Tyc,4O15NlyKLIASxsJ0PrXPfz,85,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008
103,Supastars,Migos,7yt6eiZQCkVFEzwGp4Pbor,6oMuImdp5ZcFhWP0ESe6mG,75,0.781,0.676,1,-4.387,1,0.0596,0.25,0,0.0783,0.328,75.944
104,White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",2KokOIKdw4zZutDil85Ugh,6oMuImdp5ZcFhWP0ESe6mG,74,0.833,0.58,5,-7.57,0,0.0824,0.0317,0,0.272,0.419,142.104
105,Gang Gang,Migos,6RKkHI2fkmgZq7uQPPav8f,6oMuImdp5ZcFhWP0ESe6mG,78,0.635,0.601,2,-9.837,1,0.144,0.272,0,0.112,0.515,180.046
106,Higher We Go (Intro),Migos
107,Auto Pilot,Migos,4Kw3CztmD15X1QGDnnHmLD,6oMuImdp5ZcFhWP0ESe6mG,71,0.924,0.716,11,-5.801,1,0.165,0.0716,0,0.201,0.254,129.987
108,Emoji A Chain,Migos,0G9rmRmQDFk9O2tzZLyRkc,6oMuImdp5ZcFhWP0ESe6mG,73,0.891,0.333,1,-8.316,1,0.175,0.0348,0,0.126,0.381,139.965
109,Round Here Buzz,Eric Church,52ioLaTnO2J7BWY8UN2n9D,2IvkS5MXK0vPGnwyJsrEyV,72,0.639,0.427,2,-9.013,1,0.0336,0.0446,2.32e-05,0.107,0.457,76.08
110,Rubbin Off The Paint,YBN Nahmir,1QRJb5VY3sIkCKcTuIKCrk,3gGUMEwIX6XodWsYEvKSal,83,0.596,0.699,1,-8.709,1,0.348,0.00582,0,0.174,0.435,108.031
111,CC,Migos Featuring Gucci Mane,35ffVv9x4mtzBh5rF1K9sP,6oMuImdp5ZcFhWP0ESe6mG,70,0.85,0.723,9,-6.622,0,0.205,0.23,0,0.0876,0.817,134.011
112,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",1Cicn7ce1xoVlq8gthE2eX,586uxXMyD5ObPuzjtrzO1Q,79,0.699,0.7,11,-5.704,1,0.0392,0.0109,0.0794,0.152,0.3,102.023
113,MIC Drop,BTS Featuring Desiigner,7Ed6BkggCS2KaKY5YlINaF,3Nrfpe0tUJi4K4DXYWgMUX,83,0.613,0.842,10,-4.332,0,0.219,0.0157,0,0.23,0.645,169.917
114,What Lovers Do,Maroon 5 Featuring SZA,4nYsmWkuTaowTMy4gskmBw,04gDigrS5kc9YWfZHwBETP,83,0.792,0.612,5,-5.212,0,0.0693,0.0805,3.83e-06,0.0852,0.42,109.959
115,Mi Gente,J Balvin & Willy William Featuring Beyonce,4ipnJyDU3Lq15qBAYNqlqK,1vyhD5VmyZ7KMfW5gqLgo5,82,0.535,0.678,11,-4.906,0,0.0998,0.0164,1.31e-05,0.128,0.287,102.681
116,Bank Account,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,1URnnhqYAYcrqrcwql10ft,90,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016
117,Attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,89,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041
118,Unforgettable,French Montana Featuring Swae Lee,3B54sVLJ402zGa6Xm4YGNe,6vXTefBL93Dj5IqAWq6OTv,90,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
119,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
120,Greatest Love Story,LANCO,2yQZwi1P8AkkxxFhQ8rMEK,2lRH2dgU5Kk4Bc5phmII4T,78,0.671,0.617,10,-8.72,1,0.0561,0.401,0,0.119,0.62,147.986
121,No Name,NF,7hdw5gAGMyyn9z0XgfTv1j,6fOMl44jA4Sp5b9PpYCkzz,73,0.726,0.789,2,-4.097,1,0.134,0.218,0,0.237,0.268,130.947
122,Kooda,6ix9ine,5NT0aZqWImC9fTzkW4z48o,7gZfnEnfiaHzxARJ2LeXrf,76,0.888,0.65,1,-4.497,1,0.334,0.157,0,0.225,0.173,91.222
123,Ice Tray,Quavo & Lil Yachty
124,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",4ylWMuGbMXNDgDd8lErEle,5F1aoppMtU3OMiltO8ymJ2,86,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92
125,Never Enough,Loren Allred,0Gl5s8IhMmQE5YQwM8Qx1J,0LyOADBjj28cbvJWTXUEGA,87,0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777
126,My Dawg,Lil Baby,7CEJH5Ed7FBbXF6CqBQPlJ,5f7VJjfbwm532GiveGC0ZK,68,0.942,0.559,10,-6.406,0,0.0638,0.0424,0,0.0938,0.582,133.01
127,I'll Name The Dogs,Blake Shelton,2n5ZD87XQ2yvIxGjoYbUmZ,1UTPBmNbXNTittyMJrNkvw,71,0.47,0.852,4,-5.874,1,0.0933,0.163,2.04e-06,0.281,0.773,168.063
128,Female,Keith Urban,3Ze8nX7ZYOnAgf8A1hDQQ9,0u2FHSq3ln94y5Q57xazwf,74,0.562,0.474,8,-8.762,0,0.0351,0.182,9.8e-05,0.114,0.345,84.999
129,The Weekend,SZA,0P6AWOA4LG1XOctzaVu5tt,7tYKF4w9nC0nq9CsPZTHyP,85,0.775,0.573,11,-4.933,1,0.0585,0.495,0,0.126,0.667,101.925
130,Silence,Marshmello Featuring Khalid,7vGuf3Y35N4wmASOKLUVVU,64KEffDW9EtZ1y2vBYgq8T,92,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971
131,My My My!,Troye Sivan,71T7xF5wLbDRg76jxAwDqA,3WGpXCj9YhhfX11TToZcXP,78,0.697,0.472,1,-7.849,1,0.0779,0.0043,9.67e-05,0.044,0.49,102.983
132,Tequila,Dan + Shay,7Il2yWQmsqKgSkLQvHTPUI,7z5WFjZAIYejWy0NI5lv4T,84,0.474,0.594,11,-5.756,1,0.0289,0.0292,0,0.133,0.503,86.131
133,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",7FfpP3YZ6fOWMdxkIAtud9,329e4yvIujISKGKz1BZZbO,80,0.708,0.56,9,-7.132,1,0.129,0.0668,0,0.111,0.411,163.043
134,...Ready For It?,Taylor Swift,2yLa0QULdQr0qAIvVwN6B5,06HL4z0CvFAxyc27GXpf02,78,0.616,0.776,2,-6.519,1,0.127,0.0609,0,0.155,0.459,160.053
135,El Bano,Enrique Iglesias Featuring Bad Bunny
